"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"7478","k","s","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"4190","f","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"6339","x","s","n","FALSE","s","FALSE","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7752","k","y","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"4782","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"6657","x","y","e","FALSE","f","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6917","k","s","e","FALSE","s","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"795","x","y","n","TRUE","p","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","p"
"5205","f","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"3998","x","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4758","f","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"6081","f","y","e","FALSE","y","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"5188","f","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"5093","f","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"5148","x","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"4193","f","f","g","FALSE","f","FALSE","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"6060","k","s","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7898","f","y","n","FALSE","s","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6260","k","y","e","FALSE","y","FALSE","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"3584","x","f","g","FALSE","c","FALSE","c","n","n","e","b","s","s","w","w","p","w","o","p","k","v","p"
"4116","f","f","y","FALSE","f","FALSE","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4199","x","f","g","FALSE","c","FALSE","w","n","n","e","b","s","s","w","w","p","w","o","p","k","v","p"
"5702","f","y","y","FALSE","f","FALSE","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"5086","k","f","y","FALSE","n","FALSE","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","p"
"7927","k","y","n","FALSE","s","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7802","f","y","c","FALSE","m",NA,"c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"596","x","s","n","TRUE","p","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","p"
"7297","k","y","e","FALSE","y","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6222","x","s","n","FALSE","y","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"3148","x","s","w","FALSE","c","FALSE","c","n","g","e","b","s","s","w","w","p","w","o","p","n","s","p"
"5225","b","y","n","FALSE","n","FALSE","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","p"
"7862","k","s","n","FALSE","f","FALSE","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"3299","x","f","g","FALSE","f","FALSE","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"331","x","y","n","TRUE","p","FALSE","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","p"
"5343","x","f","y","FALSE","n","FALSE","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","p"
"1406","f","y","w","TRUE","p","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"4356","f","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"3853","x","s","p","FALSE","c","FALSE","c","n","p","e","b","s","s","w","w","p","w","o","p","k","s","p"
"6582","f","y","n","FALSE","s","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7875","k","y","n","FALSE","f","FALSE","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7779","k","y","n","FALSE","s","FALSE","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6217","x","y","e","FALSE","f","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7311","k","y","e","FALSE","y","FALSE","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"4811","x","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4466","f","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","p"
"6556","k","s","e","FALSE","f","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"5871","f","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"6590","f","s","n","FALSE","f","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6761","x","s","n","FALSE","y","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6618","x","y","e","FALSE","s","FALSE","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6115","f","y","e","FALSE","f","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"4564","x","f","y","FALSE","f","FALSE","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"5364","f","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"5936","b","y","y","FALSE","n","FALSE","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","p"
"6862","f","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"5248","x","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"1473","f","s","w","TRUE","p","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"4127","x","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"1668","x","s","w","TRUE","p","FALSE","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","p"
"19","x","y","w","TRUE","p","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"4008","f","f","g","FALSE","f","FALSE","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"6331","k","y","e","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6881","f","s","e","FALSE","f","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"5173","f","s","b","TRUE","f","FALSE","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","p"
"3442","x","f","p","FALSE","c","FALSE","c","n","n","e","b","s","s","w","w","p","w","o","p","n","s","p"
"5031","f","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"6183","f","s","n","FALSE","f","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"4305","f","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4056","x","y","y","FALSE","f","FALSE","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"5228","x","y","n","FALSE","f","FALSE","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7123","x","s","e","FALSE","s","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7757","k","y","n","FALSE","f","FALSE","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6493","f","y","n","FALSE","f","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"4772","x","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"2113","x","s","w","TRUE","p","FALSE","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","p"
"7102","k","y","e","FALSE","s","FALSE","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"3893","x","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","p"
"6983","k","s","e","FALSE","s","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"5745","f","y","b","TRUE","n","FALSE","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","p"
"5161","x","y","n","FALSE","f","FALSE","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6595","f","s","e","FALSE","s","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6639","k","y","n","FALSE","y","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6292","f","s","e","FALSE","s","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"5484","x","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6487","f","s","e","FALSE","s","FALSE","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7420","k","s","n","FALSE","f","FALSE","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6490","x","s","e","FALSE","f","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6114","f","s","e","FALSE","f","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7578","k","y","n","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"1244","f","s","w","TRUE","p","FALSE","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"6163","x","s","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7161","f","s","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6109","f","s","n","FALSE","s","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"3398","x","s","w","FALSE","c","FALSE","w","n","n","e","b","s","s","w","w","p","w","o","p","k","s","p"
"7457","f","y","e","FALSE","f","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"5443","x","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"5251","x","s","w","TRUE","f","FALSE","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","p"
"5468","f","s","w","TRUE","f","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","p"
"7202","k","s","n","FALSE","f","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"4328","f","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"6061","k","s","n","FALSE","f","FALSE","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6223","k","s","e","FALSE","f","FALSE","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"5311","x","y","n","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"1507","f","s","n","TRUE","p","FALSE","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","p"
"4146","f","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","p"
"5369","f","s","w","TRUE","f","FALSE","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","p"
"3352","x","s","g","FALSE","c","FALSE","w","n","g","e","b","s","s","w","w","p","w","o","p","n","s","p"
"7983","k","s","n","FALSE","y","FALSE","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"3936","x","s","p","FALSE","c","FALSE","c","n","g","e","b","s","s","w","w","p","w","o","p","n","s","p"
"3906","x","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4812","f","f","y","FALSE","f","FALSE","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3888","x","s","w","FALSE","c","FALSE","c","n","n","e","b","s","s","w","w","p","w","o","p","n","s","p"
"5978","f","s","b","TRUE","f","FALSE","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","p"
"6055","x","y","e","FALSE","f","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6798","f","s","n","FALSE","f","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"5642","f","y","y","FALSE","n","FALSE","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","p"
"3545","x","f","g","FALSE","f","FALSE","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4423","x","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"6813","x","s","e","FALSE","f","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"4028","f","f","g","FALSE","f","FALSE","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"2540","x","f","g","FALSE","f","FALSE","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"2068","f","s","n","TRUE","p","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"5622","f","s","w","TRUE","f","FALSE","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","p"
"6751","x","s","e","FALSE","s","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"3930","x","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4102","x","f","y","FALSE","f","FALSE","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4565","x","y","y","FALSE","f","FALSE","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"6375","f","y","e","FALSE","y","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"4892","x","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4181","f","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"2628","x","f","g","FALSE","c","FALSE","c","n","g","e","b","s","s","w","w","p","w","o","p","n","v","p"
"5730","x","s","w","TRUE","f","FALSE","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","p"
"6733","f","s","e","FALSE","y","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"5055","x","y","g","FALSE","f","FALSE","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"6103","f","y","e","FALSE","f","FALSE","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7473","k","y","e","FALSE","y","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"1268","f","y","n","TRUE","p","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"5935","f","s","b","TRUE","f","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","p"
"5449","x","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6569","x","s","e","FALSE","f","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"1089","f","y","n","TRUE","p","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"5233","x","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4364","x","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"7906","f","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","n","v","e"
"3643","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","e"
"3024","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2322","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"4034","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","e"
"4631","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"3177","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"7099","x","f","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7810","b","f","g","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"879","f","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"3276","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2925","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1721","f","s","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","e"
"92","b","s","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3601","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"1909","f","s","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"5907","x","s","b","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"2870","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","e"
"3813","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"615","x","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1493","f","s","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"3284","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","e"
"7026","k","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","e"
"2220","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"7353","k","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","y","c","e"
"7605","k","f","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"147","f","f","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","e"
"273","x","y","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"537","b","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"641","b","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"657","f","f","w","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1321","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","e"
"7281","x","s","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"1754","x","f","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","e"
"3115","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1145","x","s","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1719","f","s","g","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1534","f","s","g","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"8106","k","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","y","v","e"
"3603","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"2826","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","e"
"266","f","f","g","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","v","e"
"2963","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
